what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1450527536969
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1450527536969
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1450527536969
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1450527537016
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1450527537016
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1450527537047
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1450527537047
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1450527537047
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1450527537047
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1450527537047
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1450527537047
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1450527537125
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1450527537125
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1450527537125
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1450527537125
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1450527537125
os,sysinfo,,,"win32",1450527537141
arch,sysinfo,,,"x86_64",1450527537141
ws,sysinfo,,,"win32",1450527537141
locale,sysinfo,,,"en_US",1450527537141
processors,sysinfo,,,"4",1450527537141
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1450527537141
java.runtime.version,sysinfo,,,"1.7.0_55-b13",1450527537141
java.specification.name,sysinfo,,,"Java Platform API Specification",1450527537141
java.specification.vendor,sysinfo,,,"Oracle Corporation",1450527537141
java.specification.version,sysinfo,,,"1.7",1450527537141
java.vendor,sysinfo,,,"Oracle Corporation",1450527537141
java.version,sysinfo,,,"1.7.0_55",1450527537141
java.vm.info,sysinfo,,,"mixed mode",1450527537141
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1450527537141
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1450527537141
