what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450498945361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450498949448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450498952147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499016068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499022433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499025350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499029983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499051901
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450499052478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450499052556
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450499069716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450499069794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499072197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499102305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499108467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499122741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450499126266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450499130416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499137764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499145470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450499146609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499154347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499165360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450499174221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499187013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499194657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499210569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499210647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499213907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499213970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499217417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499217542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450499317008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1450499317476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499321376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450499338006
