what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450501640616
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450501640694
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450501662003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1450501666933
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450501668306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1450501669304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501672034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501672128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501673079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501678867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501682767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501703343
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450501705013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501717149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501718538
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450501719926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501730862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450501740768
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450501741813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1450501746618
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450501751844
