what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1447642683813
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1447642683815
os,sysinfo,,,"win32",1447642683826
arch,sysinfo,,,"x86_64",1447642683826
ws,sysinfo,,,"win32",1447642683827
locale,sysinfo,,,"en_US",1447642683827
processors,sysinfo,,,"4",1447642683827
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1447642683827
java.runtime.version,sysinfo,,,"1.7.0_55-b13",1447642683827
java.specification.name,sysinfo,,,"Java Platform API Specification",1447642683827
java.specification.vendor,sysinfo,,,"Oracle Corporation",1447642683827
java.specification.version,sysinfo,,,"1.7",1447642683827
java.vendor,sysinfo,,,"Oracle Corporation",1447642683827
java.version,sysinfo,,,"1.7.0_55",1447642683827
java.vm.info,sysinfo,,,"mixed mode",1447642683827
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1447642683827
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1447642683827
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1447642683827
java.vm.specification.version,sysinfo,,,"1.7",1447642683827
java.vm.vendor,sysinfo,,,"Oracle Corporation",1447642683827
java.vm.version,sysinfo,,,"24.55-b03",1447642683827
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1447642684061
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1447642684068
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1447642684159
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1447642686396
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1447642686980
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1447642686986
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1447642687003
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1447642687166
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1447642687260
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1447642695885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447642698603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447642702112
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447642706372
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1447642708805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1447642708903
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1447642712769
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1447642712805
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1447642712834
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1447642712849
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1447642712997
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1447642713004
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1447642713010
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1447642713084
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1447642713086
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1447642713164
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1447642713169
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1447642714037
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1447642715191
started,bundle,org.testng.eclipse,6.9.5.201506120235,"org.testng.eclipse",1447642715291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447642746503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447643071352
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1447643073080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1447643077220
